Name,Year,Correct Year,Miles,Price,Brand,Model
MINI Convertible,2014,2014,"59,863.00","$19,990",MINI,Convertible
Nissan Frontier Crew Cab,2016,2016,"52,739.00","$23,590",Nissan,Frontier Crew Cab
Honda Accord,2017,2017,"91,362.00","$20,990",Honda,Accord
Mercedes-Benz C-Class,2019,2019,"12,384.00","$37,990",Mercedes-Benz,C-Class
Ford Fusion,2015,2015,"44,521.00","$19,990",Ford,Fusion
Nissan Kicks,2021,2021,"24,929.00","$24,590",Nissan,Kicks
Lexus GS,2014,2014,"82,293.00","$23,990",Lexus,GS
Ford Taurus,2013,2013,"53,207.00","$17,590",Ford,Taurus
MAZDA Tribute,2011,2011,"38,041.00","$14,990",MAZDA,Tribute
Ford Edge,2019,2019,"61,859.00","$25,990",Ford,Edge
Kia Rio,2019,2019,"14,067.00","$18,990",Kia,Rio
Kia Soul,2016,2016,"88,062.00","$13,990",Kia,Soul
FIAT X,2016500,2016,"35,194.00","$20,590",FIAT,X
Ford Focus,2016,2016,"48,732.00","$15,990",Ford,Focus
GMC Acadia,2016,2016,"102,731.00","$20,590",GMC,Acadia
Hyundai Tucson,2019,2019,"42,021.00","$22,590",Hyundai,Tucson
Honda Civic,2019,2019,"41,744.00","$21,990",Honda,Civic
Buick Encore,2019,2019,"44,475.00","$19,590",Buick,Encore
Chrysler Town & Country,2013,2013,"101,138.00","$14,990",Chrysler,Town & Country
Ford Flex,2016,2016,"78,675.00","$22,590",Ford,Flex
INFINITI QX,202180,2021,"52,400.00","$43,590",INFINITI,QX
Mitsubishi Eclipse Cross,2018,2018,"26,701.00","$24,990",Mitsubishi,Eclipse Cross
INFINITI QX,201860,2018,"59,141.00","$27,590",INFINITI,QX
Ford Edge,2011,2011,"93,306.00","$14,590",Ford,Edge
Jeep Renegade,2017,2017,"74,523.00","$20,590",Jeep,Renegade
MAZDA MAZDA,20163,2016,"96,439.00","$15,990",MAZDA,MAZDA
Chevrolet Sonic,2015,2015,"87,395.00","$12,590",Chevrolet,Sonic
Nissan Pathfinder,2015,2015,"92,122.00","$16,590",Nissan,Pathfinder
Nissan Rogue,2015,2015,"58,722.00","$19,590",Nissan,Rogue
Toyota RAV,20184,2018,"80,633.00","$21,990",Toyota,RAV
Toyota Corolla,2014,2014,"62,226.00","$15,990",Toyota,Corolla
Ford Edge,2018,2018,"51,957.00","$21,590",Ford,Edge
Hyundai Elantra,2013,2013,"93,759.00","$12,990",Hyundai,Elantra
Volkswagen Passat,2017,2017,"116,121.00","$15,990",Volkswagen,Passat
MAZDA MAZDA,20203,2020,"23,367.00","$23,990",MAZDA,MAZDA
MINI Countryman,2013,2013,"82,496.00","$14,990",MINI,Countryman
Chevrolet Trax,2015,2015,"35,008.00","$17,590",Chevrolet,Trax
Subaru Impreza,2019,2019,"43,022.00","$21,590",Subaru,Impreza
Honda Pilot,2013,2013,"68,341.00","$21,990",Honda,Pilot
Kia Forte,2020,2020,"57,165.00","$18,990",Kia,Forte
Ford Taurus,2013,2013,"62,303.00","$15,990",Ford,Taurus
Ford Fusion,2019,2019,"33,083.00","$20,990",Ford,Fusion
Honda Civic,2015,2015,"72,869.00","$17,590",Honda,Civic
Nissan Rogue,2016,2016,"96,510.00","$15,990",Nissan,Rogue
Kia Forte,2021,2021,"9,352.00","$24,590",Kia,Forte
MAZDA MAZDA,20173,2017,"38,247.00","$20,990",MAZDA,MAZDA
Kia Cadenza,2014,2014,"24,248.00","$20,990",Kia,Cadenza
BMW i,20143,2014,"33,951.00","$18,990",BMW,i
Volkswagen Tiguan,2017,2017,"54,740.00","$17,990",Volkswagen,Tiguan
Hyundai Sonata,2018,2018,"62,122.00","$17,990",Hyundai,Sonata
Volkswagen Passat,2018,2018,"48,021.00","$21,990",Volkswagen,Passat
GMC Terrain,2017,2017,"37,814.00","$21,990",GMC,Terrain
Chevrolet Cruze,2017,2017,"74,170.00","$17,590",Chevrolet,Cruze
MAZDA MAZDA,20103,2010,"87,323.00","$12,990",MAZDA,MAZDA
Chrysler Pacifica,2017,2017,"89,376.00","$23,590",Chrysler,Pacifica
Honda Civic,2017,2017,"56,289.00","$21,990",Honda,Civic
Volkswagen Jetta,2019,2019,"47,104.00","$19,590",Volkswagen,Jetta
Jeep Cherokee,2014,2014,"49,036.00","$19,590",Jeep,Cherokee
Volkswagen Passat,2018,2018,"32,974.00","$22,990",Volkswagen,Passat
Honda Fit,2015,2015,"39,887.00","$18,590",Honda,Fit
Kia Optima Hybrid,2016,2016,"76,248.00","$17,990",Kia,Optima Hybrid
Kia Rio,2012,2012,"54,580.00","$13,590",Kia,Rio
Acura MDX,2014,2014,"97,034.00","$21,990",Acura,MDX
Jeep Cherokee,2018,2018,"37,344.00","$22,990",Jeep,Cherokee
Jeep Compass,2021,2021,"53,856.00","$21,990",Jeep,Compass
Hyundai Sonata,2017,2017,"70,055.00","$15,990",Hyundai,Sonata
Buick Enclave,2017,2017,"57,884.00","$24,590",Buick,Enclave
Nissan Sentra,2018,2018,"80,221.00","$14,990",Nissan,Sentra
Honda Civic,2017,2017,"37,332.00","$22,990",Honda,Civic
Toyota RAV,20144,2014,"62,135.00","$19,990",Toyota,RAV
Jeep Grand Cherokee,2016,2016,"99,054.00","$20,590",Jeep,Grand Cherokee
Hyundai Elantra,2017,2017,"48,472.00","$16,990",Hyundai,Elantra
INFINITI Q,201550,2015,"84,263.00","$20,590",INFINITI,Q
Chevrolet Spark,2017,2017,"41,704.00","$16,990",Chevrolet,Spark
Mercedes-Benz C-Class,2019,2019,"12,384.00","$37,990",Mercedes-Benz,C-Class
Kia Soul,2018,2018,"31,395.00","$18,990",Kia,Soul
GMC Acadia,2015,2015,"51,641.00","$24,990",GMC,Acadia
Chevrolet Blazer,2019,2019,"54,630.00","$25,990",Chevrolet,Blazer
Ford Mustang,2015,2015,"33,187.00","$24,990",Ford,Mustang
Kia Sorento,2016,2016,"93,655.00","$16,590",Kia,Sorento
Honda Accord,2020,2020,"43,858.00","$28,590",Honda,Accord
INFINITI EX,2012,2012,"68,481.00","$17,990",INFINITI,EX
Buick Enclave,2015,2015,"92,533.00","$19,590",Buick,Enclave
Toyota Camry,2019,2019,"51,092.00","$27,590",Toyota,Camry
Mitsubishi Outlander Sport,2021,2021,"28,286.00","$21,990",Mitsubishi,Outlander Sport
Nissan LEAF,2019,2019,"13,316.00","$23,990",Nissan,LEAF
Kia Cadenza,2014,2014,"69,830.00","$17,590",Kia,Cadenza
Dodge Journey,2018,2018,"87,155.00","$19,990",Dodge,Journey
Acura RDX,2017,2017,"61,143.00","$24,990",Acura,RDX
Lexus IS,2011,2011,"85,213.00","$17,990",Lexus,IS
Jeep Wrangler,2012,2012,"81,068.00","$21,590",Jeep,Wrangler
Honda Fit,2015,2015,"19,436.00","$19,990",Honda,Fit
GMC Acadia,2015,2015,"77,621.00","$22,990",GMC,Acadia
Ford EcoSport,2019,2019,"21,687.00","$20,590",Ford,EcoSport
Chevrolet Camaro,2016,2016,"49,016.00","$23,590",Chevrolet,Camaro
Dodge Dart,2014,2014,"52,704.00","$15,990",Dodge,Dart
Subaru Impreza,2016,2016,"94,362.00","$16,990",Subaru,Impreza
Toyota Camry,2011,2011,"53,989.00","$15,590",Toyota,Camry
Chevrolet Equinox,2013,2013,"81,283.00","$14,990",Chevrolet,Equinox
Volkswagen Passat,2017,2017,"116,121.00","$15,990",Volkswagen,Passat
Subaru Forester,2014,2014,"85,784.00","$16,990",Subaru,Forester
Nissan Versa,2020,2020,"32,843.00","$18,590",Nissan,Versa
MINI Clubman,2017,2017,"43,424.00","$22,990",MINI,Clubman
Honda Civic,2016,2016,"20,682.00","$20,990",Honda,Civic
Kia Rio,2013,2013,"38,205.00","$13,590",Kia,Rio
Nissan Sentra,2019,2019,"60,153.00","$17,990",Nissan,Sentra
Ford Fusion,2017,2017,"54,025.00","$18,990",Ford,Fusion
MINI Convertible,2013,2013,"36,956.00","$20,590",MINI,Convertible
Nissan Rogue Select,2015,2015,"94,258.00","$14,990",Nissan,Rogue Select
Nissan Rogue,2018,2018,"31,863.00","$21,990",Nissan,Rogue
Lexus RX,2013,2013,"87,730.00","$21,990",Lexus,RX
MAZDA MAZDA,20173,2017,"38,247.00","$20,990",MAZDA,MAZDA
Kia Cadenza,2014,2014,"24,248.00","$20,990",Kia,Cadenza
BMW i,20143,2014,"33,951.00","$18,990",BMW,i
Volkswagen Tiguan,2017,2017,"54,740.00","$17,990",Volkswagen,Tiguan
Hyundai Sonata,2018,2018,"62,122.00","$17,990",Hyundai,Sonata
INFINITI QX,202050,2020,"54,088.00","$29,990",INFINITI,QX
Volkswagen Passat,2018,2018,"48,021.00","$21,990",Volkswagen,Passat
GMC Terrain,2017,2017,"37,814.00","$21,990",GMC,Terrain
Chevrolet Cruze,2017,2017,"74,170.00","$17,590",Chevrolet,Cruze
MAZDA MAZDA,20103,2010,"87,323.00","$12,990",MAZDA,MAZDA
Chrysler Pacifica,2017,2017,"89,376.00","$23,590",Chrysler,Pacifica
INFINITI Q,202150,2021,"25,873.00","$31,590",INFINITI,Q
Honda Civic,2017,2017,"56,289.00","$21,990",Honda,Civic
Toyota Tacoma Double Cab,2022,2022,"8,361.00","$37,990",Toyota,Tacoma Double Cab
Volkswagen Jetta,2019,2019,"47,104.00","$19,590",Volkswagen,Jetta
INFINITI QX,202180,2021,"42,874.00","$48,990",INFINITI,QX
Jeep Cherokee,2014,2014,"49,036.00","$19,590",Jeep,Cherokee
Volkswagen Passat,2018,2018,"32,974.00","$22,990",Volkswagen,Passat
Honda Fit,2015,2015,"39,887.00","$18,590",Honda,Fit
Kia Optima Hybrid,2016,2016,"76,248.00","$17,990",Kia,Optima Hybrid
Jeep Cherokee,2018,2018,"37,344.00","$22,990",Jeep,Cherokee
Kia Rio,2012,2012,"54,580.00","$13,590",Kia,Rio
Acura MDX,2014,2014,"97,034.00","$21,990",Acura,MDX
Jeep Compass,2021,2021,"53,856.00","$21,990",Jeep,Compass
MAZDA CX-,20199,2019,"48,882.00","$28,990",MAZDA,CX-
Hyundai Sonata,2017,2017,"70,055.00","$15,990",Hyundai,Sonata
Buick Enclave,2017,2017,"57,884.00","$24,590",Buick,Enclave
MAZDA MAZDA,20103,2010,"86,312.00","$12,990",MAZDA,MAZDA
Ford Fiesta,2018,2018,"11,810.00","$17,990",Ford,Fiesta
MAZDA MAZDA,20203,2020,"23,367.00","$23,990",MAZDA,MAZDA
Hyundai Venue,2020,2020,"26,342.00","$21,990",Hyundai,Venue
Subaru Outback,2021,2021,"41,332.00","$28,990",Subaru,Outback
Buick Enclave,2015,2015,"100,582.00","$20,590",Buick,Enclave
Dodge Dart,2016,2016,"74,948.00","$14,990",Dodge,Dart
MAZDA CX-,20219,2021,"52,250.00","$29,590",MAZDA,CX-
Jeep Grand Cherokee,2015,2015,"61,444.00","$24,990",Jeep,Grand Cherokee
Jeep Compass,2018,2018,"104,408.00","$18,990",Jeep,Compass
Jeep Gladiator,2020,2020,"64,543.00","$40,990",Jeep,Gladiator
Chrysler,2015200,2015,88509,15590,,#VALUE!
Chevrolet Sonic,2017,2017,"42,108.00","$15,590",Chevrolet,Sonic
Ford EcoSport,2019,2019,"10,554.00","$20,990",Ford,EcoSport
Toyota RAV,20184,2018,"80,633.00","$21,990",Toyota,RAV
MINI Hardtop,2014,2014,"59,070.00","$18,590",MINI,Hardtop
Ford Edge,2013,2013,"65,667.00","$18,590",Ford,Edge
Chevrolet Impala,2017,2017,"59,837.00","$20,990",Chevrolet,Impala
Jeep Grand Cherokee,2010,2010,"72,475.00","$14,990",Jeep,Grand Cherokee
Mitsubishi Mirage,2018,2018,"5,245.00","$16,990",Mitsubishi,Mirage
Honda CR-V,2016,2016,"63,350.00","$20,590",Honda,CR-V
Honda Pilot,2019,2019,"44,037.00","$27,990",Honda,Pilot
Chevrolet Equinox,2018,2018,"29,985.00","$21,990",Chevrolet,Equinox
Nissan Sentra,2017,2017,"84,981.00","$14,990",Nissan,Sentra
Honda CR-V,2018,2018,"45,866.00","$23,990",Honda,CR-V
Lexus GX,2017,2017,"56,892.00","$37,990",Lexus,GX
Ford Taurus,2015,2015,"95,723.00","$15,990",Ford,Taurus
Kia Seltos,2021,2021,"21,953.00","$24,990",Kia,Seltos
Toyota Corolla,2015,2015,"102,531.00","$15,990",Toyota,Corolla
Jeep Grand Cherokee,2017,2017,"44,162.00","$24,990",Jeep,Grand Cherokee
Honda Pilot,2018,2018,"54,350.00","$28,990",Honda,Pilot
Nissan Versa,2017,2017,"44,012.00","$14,990",Nissan,Versa
Ford Escape,2017,2017,"57,736.00","$17,990",Ford,Escape
Honda CR-V,2016,2016,"44,857.00","$24,990",Honda,CR-V
Cadillac XT,20205,2020,"51,257.00","$31,990",Cadillac,XT
Ford Explorer,2015,2015,"74,332.00","$19,990",Ford,Explorer
Hyundai Santa Fe Sport,2013,2013,"67,040.00","$16,590",Hyundai,Santa Fe Sport
Cadillac ATS,2014,2014,"42,093.00","$20,990",Cadillac,ATS
Jeep Renegade,2020,2020,"40,313.00","$22,590",Jeep,Renegade
Nissan Rogue Sport,2018,2018,"37,613.00","$20,590",Nissan,Rogue Sport
Mercedes-Benz SLK-Class,2014,2014,"31,073.00","$28,990",Mercedes-Benz,SLK-Class
Cadillac CTS,2012,2012,"26,765.00","$24,990",Cadillac,CTS
INFINITI QX,201730,2017,"47,604.00","$23,990",INFINITI,QX
INFINITI QX,202060,2020,"61,320.00","$26,590",INFINITI,QX
Ford Mustang,2020,2020,"59,644.00","$24,590",Ford,Mustang
Lexus RX,2013,2013,"87,730.00","$21,990",Lexus,RX
MINI Clubman,2010,2010,"104,307.00","$12,990",MINI,Clubman
Toyota Runner,20194,2019,"75,566.00","$30,590",Toyota,Runner
Honda CR-V,2016,2016,"74,145.00","$21,590",Honda,CR-V
FIAT  Abarth,2018500,2018,"24,731.00","$21,990",FIAT, Abarth
Kia Sedona,2018,2018,"62,644.00","$23,990",Kia,Sedona
Subaru Crosstrek,2016,2016,"54,197.00","$22,990",Subaru,Crosstrek
INFINITI G,2011,2011,"90,013.00","$17,590",INFINITI,G
Hyundai Accent,2022,2022,"11,417.00","$20,990",Hyundai,Accent
Lexus ES,2013,2013,"60,419.00","$22,590",Lexus,ES
Honda Fit,2013,2013,"76,205.00","$14,590",Honda,Fit
INFINITI G,2013,2013,"99,546.00","$18,990",INFINITI,G
Chevrolet Sonic,2015,2015,"100,331.00","$12,990",Chevrolet,Sonic
FIAT L,2015500,2015,"92,329.00","$13,990",FIAT,L
Nissan Rogue,2015,2015,"83,175.00","$15,990",Nissan,Rogue
Ford Fusion,2020,2020,"47,696.00","$20,990",Ford,Fusion
Volkswagen Passat,2016,2016,"59,467.00","$18,990",Volkswagen,Passat
Subaru Forester,2014,2014,"88,054.00","$18,990",Subaru,Forester
Nissan Versa,2014,2014,"56,534.00","$12,990",Nissan,Versa
Dodge Grand Caravan Passenger,2017,2017,"91,889.00","$17,590",Dodge,Grand Caravan Passenger
Mitsubishi Outlander Sport,2020,2020,"42,339.00","$20,990",Mitsubishi,Outlander Sport
Nissan Z,2010370,2010,"96,955.00","$17,990",Nissan,Z
Hyundai Kona,2019,2019,"66,128.00","$18,990",Hyundai,Kona
Nissan Versa,2019,2019,"40,691.00","$15,990",Nissan,Versa
MINI Hardtop  Door,20152,2015,"50,450.00","$19,590",MINI,Hardtop  Door
Kia Soul,2020,2020,"19,876.00","$20,590",Kia,Soul
Kia Sorento,2018,2018,"46,900.00","$20,990",Kia,Sorento
Volkswagen Golf SportWagen,2016,2016,"64,560.00","$18,990",Volkswagen,Golf SportWagen
Nissan Pathfinder,2017,2017,"71,123.00","$19,990",Nissan,Pathfinder
Toyota Camry,2012,2012,"77,882.00","$18,590",Toyota,Camry
Kia Sedona,2016,2016,"101,013.00","$18,990",Kia,Sedona
INFINITI QX,201750,2017,"48,286.00","$24,990",INFINITI,QX
Subaru Legacy,2013,2013,"87,038.00","$14,990",Subaru,Legacy
Toyota RAV,20174,2017,"75,460.00","$22,990",Toyota,RAV
Jeep Cherokee,2019,2019,"71,035.00","$20,590",Jeep,Cherokee
Nissan Versa,2017,2017,"36,855.00","$15,590",Nissan,Versa
Volkswagen Golf,2015,2015,"41,298.00","$19,990",Volkswagen,Golf
Chevrolet Camaro,2015,2015,"15,144.00","$22,590",Chevrolet,Camaro
Nissan Rogue,2018,2018,"31,863.00","$21,990",Nissan,Rogue
Nissan Sentra,2016,2016,"92,857.00","$13,990",Nissan,Sentra
Hyundai Elantra,2019,2019,"50,611.00","$18,990",Hyundai,Elantra
Chrysler Pacifica,2018,2018,"61,971.00","$24,990",Chrysler,Pacifica
Chrysler Pacifica,2017,2017,"83,372.00","$20,590",Chrysler,Pacifica
Chevrolet Equinox,2017,2017,"60,545.00","$17,990",Chevrolet,Equinox
Volvo S,201360,2013,"67,887.00","$16,990",Volvo,S
Kia Soul,2021,2021,"50,771.00","$19,590",Kia,Soul
Honda Civic,2017,2017,"45,639.00","$20,990",Honda,Civic
MINI Convertible,2013,2013,"36,956.00","$20,590",MINI,Convertible
Subaru Forester,2015,2015,"84,342.00","$19,990",Subaru,Forester
Chevrolet Cruze,2014,2014,"99,782.00","$12,990",Chevrolet,Cruze
Mercedes-Benz E-Class,2010,2010,"75,642.00","$19,990",Mercedes-Benz,E-Class
Jeep Cherokee,2019,2019,"45,658.00","$20,990",Jeep,Cherokee
Volkswagen Passat,2013,2013,"67,739.00","$15,990",Volkswagen,Passat
Honda CR-V,2012,2012,"56,263.00","$19,590",Honda,CR-V
Chevrolet Sonic,2015,2015,"87,395.00","$12,590",Chevrolet,Sonic
Honda Civic,2011,2011,"72,452.00","$14,590",Honda,Civic
Subaru XV Crosstrek,2015,2015,"94,483.00","$18,590",Subaru,XV Crosstrek
MINI Hardtop  Door,20174,2017,"41,598.00","$21,990",MINI,Hardtop  Door
Chevrolet Equinox,2012,2012,"75,144.00","$15,990",Chevrolet,Equinox
Volvo C,200970,2009,"71,463.00","$14,990",Volvo,C
Volkswagen Beetle,2014,2014,"81,910.00","$17,590",Volkswagen,Beetle
Lexus ES,2013,2013,"52,481.00","$24,990",Lexus,ES
Dodge Grand Caravan Passenger,2019,2019,"98,919.00","$17,590",Dodge,Grand Caravan Passenger
Kia Soul,2011,2011,"64,180.00","$12,990",Kia,Soul
Jeep Cherokee,2019,2019,"63,619.00","$21,590",Jeep,Cherokee
Kia Soul EV,2016,2016,"29,863.00","$17,590",Kia,Soul EV
Hyundai Elantra,2013,2013,"62,125.00","$14,590",Hyundai,Elantra
Honda Fit,2013,2013,"83,994.00","$14,990",Honda,Fit
Kia Optima,2020,2020,"53,204.00","$20,590",Kia,Optima
Toyota C-HR,2018,2018,"7,188.00","$24,590",Toyota,C-HR
Toyota Corolla,2020,2020,"39,815.00","$20,990",Toyota,Corolla
Toyota Corolla,2022,2022,"6,877.00","$24,990",Toyota,Corolla
Honda Fit,2015,2015,"73,562.00","$16,990",Honda,Fit
MAZDA MAZDA,20193,2019,"51,122.00","$22,990",MAZDA,MAZDA
Chevrolet Cruze Limited,2016,2016,"95,259.00","$14,590",Chevrolet,Cruze Limited
Cadillac SRX,2012,2012,"37,894.00","$21,990",Cadillac,SRX
Chevrolet Equinox,2020,2020,"47,774.00","$22,590",Chevrolet,Equinox
MAZDA CX-,20145,2014,"85,029.00","$16,990",MAZDA,CX-
Honda Accord,2012,2012,"90,328.00","$15,990",Honda,Accord
GMC Terrain,2019,2019,"45,635.00","$24,990",GMC,Terrain
Subaru Crosstrek,2016,2016,"48,648.00","$22,990",Subaru,Crosstrek
smart fortwo,2014,2014,"22,108.00","$13,990",smart,fortwo
Chrysler Town & Country,2013,2013,"101,138.00","$14,990",Chrysler,Town & Country
Jeep Grand Cherokee,2013,2013,"58,652.00","$20,590",Jeep,Grand Cherokee
Ford Escape,2020,2020,"34,619.00","$23,990",Ford,Escape
Toyota RAV,20164,2016,"52,649.00","$21,990",Toyota,RAV
Acura TLX,2015,2015,"22,825.00","$23,990",Acura,TLX
Chevrolet Malibu,2020,2020,"59,477.00","$21,590",Chevrolet,Malibu
Toyota Prius,2012,2012,"63,756.00","$18,590",Toyota,Prius
Toyota Camry,2017,2017,"46,874.00","$19,990",Toyota,Camry
Nissan Rogue,2016,2016,"85,370.00","$17,990",Nissan,Rogue
Mercedes-Benz E-Class,2013,2013,"56,965.00","$20,990",Mercedes-Benz,E-Class
Buick Encore,2017,2017,"42,878.00","$18,990",Buick,Encore
Ford Fusion,2020,2020,"47,696.00","$20,990",Ford,Fusion
BMW i,20153,2015,"44,100.00","$20,590",BMW,i
Hyundai Tucson,2017,2017,"57,691.00","$19,590",Hyundai,Tucson
Audi A Sportback e-tron,20163,2016,"62,319.00","$24,590",Audi,A Sportback e-tron
Nissan Sentra,2019,2019,"52,823.00","$18,590",Nissan,Sentra
Honda Accord,2015,2015,"27,274.00","$21,990",Honda,Accord
Nissan Rogue,2017,2017,"59,719.00","$18,590",Nissan,Rogue
Acura ILX,2016,2016,"50,733.00","$21,590",Acura,ILX
Buick Encore,2018,2018,"79,745.00","$17,990",Buick,Encore
Nissan LEAF,2016,2016,"31,043.00","$16,590",Nissan,LEAF
GMC Terrain,2017,2017,"45,625.00","$20,590",GMC,Terrain
Chevrolet Equinox,2014,2014,"113,710.00","$14,990",Chevrolet,Equinox
Toyota RAV,20184,2018,"53,505.00","$23,990",Toyota,RAV
Nissan Maxima,2017,2017,"73,558.00","$23,590",Nissan,Maxima
Kia Sorento,2014,2014,"71,326.00","$19,990",Kia,Sorento
Nissan Altima,2020,2020,"56,700.00","$22,590",Nissan,Altima
Toyota Camry Hybrid,2017,2017,"57,135.00","$23,590",Toyota,Camry Hybrid
FIAT X,2016500,2016,"39,884.00","$17,990",FIAT,X
Nissan Murano,2020,2020,"64,394.00","$23,590",Nissan,Murano
Chevrolet Spark,2020,2020,"31,686.00","$16,990",Chevrolet,Spark
Subaru Outback,2016,2016,"55,183.00","$23,590",Subaru,Outback
Hyundai Veloster,2014,2014,"69,878.00","$15,590",Hyundai,Veloster
Volkswagen Tiguan,2020,2020,"45,962.00","$24,990",Volkswagen,Tiguan
BMW  Series,20123,2012,"80,528.00","$16,590",BMW, Series
Chevrolet Equinox,2013,2013,"71,877.00","$15,990",Chevrolet,Equinox
Ford Fusion,2019,2019,"48,149.00","$19,990",Ford,Fusion
Kia Soul,2013,2013,"80,056.00","$13,990",Kia,Soul
Volkswagen Touareg,2015,2015,"71,937.00","$22,990",Volkswagen,Touareg
Nissan Rogue,2017,2017,"80,271.00","$18,590",Nissan,Rogue
Jeep Compass,2018,2018,"61,789.00","$23,990",Jeep,Compass
MAZDA CX-,20213,2021,"23,124.00","$24,990",MAZDA,CX-
MAZDA MAZDA,20176,2017,"55,925.00","$20,590",MAZDA,MAZDA
Chevrolet Sonic,2016,2016,"86,235.00","$13,590",Chevrolet,Sonic
Jeep Renegade,2018,2018,"53,916.00","$19,990",Jeep,Renegade
Cadillac CTS,2014,2014,"56,213.00","$20,590",Cadillac,CTS
MAZDA MAZDA,20153,2015,"50,194.00","$19,590",MAZDA,MAZDA
Chevrolet Trax,2018,2018,"50,991.00","$17,590",Chevrolet,Trax
Hyundai Sonata,2018,2018,"34,880.00","$22,590",Hyundai,Sonata
Nissan Altima,2017,2017,"67,695.00","$16,990",Nissan,Altima
Scion iQ,2012,2012,"101,908.00","$12,590",Scion,iQ
Ford Mustang,2019,2019,"49,191.00","$24,990",Ford,Mustang
Subaru Legacy,2016,2016,"29,116.00","$22,990",Subaru,Legacy
Mitsubishi Outlander Sport,2018,2018,"68,911.00","$17,990",Mitsubishi,Outlander Sport
Nissan Sentra,2017,2017,"79,921.00","$14,990",Nissan,Sentra
Toyota Camry,2012,2012,"88,326.00","$16,590",Toyota,Camry
Ford Explorer,2017,2017,"62,509.00","$21,590",Ford,Explorer
Honda Civic,2018,2018,"46,618.00","$23,590",Honda,Civic
Subaru Legacy,2017,2017,"80,856.00","$19,590",Subaru,Legacy
Nissan Rogue,2018,2018,"101,022.00","$17,590",Nissan,Rogue
Nissan LEAF,2015,2015,"48,948.00","$13,990",Nissan,LEAF
Toyota Avalon,2014,2014,"86,351.00","$18,990",Toyota,Avalon
MINI Countryman,2014,2014,"85,761.00","$15,990",MINI,Countryman
Jeep Compass,2018,2018,"63,347.00","$20,590",Jeep,Compass
Toyota Corolla,2019,2019,"52,415.00","$19,590",Toyota,Corolla
Honda Civic,2014,2014,"102,273.00","$15,990",Honda,Civic
Toyota Corolla,2019,2019,"51,387.00","$19,590",Toyota,Corolla
Ford Focus,2014,2014,"39,334.00","$14,990",Ford,Focus
Jeep Cherokee,2018,2018,"80,632.00","$18,990",Jeep,Cherokee
Chrysler,2016200,2016,104200,15590,,#VALUE!
Honda Accord,2012,2012,"63,303.00","$17,990",Honda,Accord
Dodge Journey,2018,2018,"66,682.00","$19,990",Dodge,Journey
Volvo S,201560,2015,"76,821.00","$19,990",Volvo,S
Mitsubishi Outlander Sport,2015,2015,"91,777.00","$14,590",Mitsubishi,Outlander Sport
Subaru Crosstrek,2016,2016,"96,307.00","$20,990",Subaru,Crosstrek
Honda Accord,2012,2012,"59,118.00","$15,990",Honda,Accord
Honda Fit,2015,2015,"19,436.00","$19,990",Honda,Fit
BMW i,20153,2015,"50,004.00","$19,990",BMW,i
Lincoln MKX,2017,2017,"43,611.00","$23,990",Lincoln,MKX
Ford Explorer,2017,2017,"69,250.00","$20,990",Ford,Explorer
Honda Civic,2015,2015,"13,028.00","$22,990",Honda,Civic
Lexus GS,2014,2014,"91,052.00","$22,590",Lexus,GS
Subaru Forester,2017,2017,"104,509.00","$22,590",Subaru,Forester
Honda CR-V,2013,2013,"71,330.00","$18,590",Honda,CR-V
Kia Rio,2017,2017,"33,004.00","$15,590",Kia,Rio
GMC Terrain,2020,2020,"55,721.00","$24,590",GMC,Terrain
Ford Flex,2015,2015,"48,599.00","$21,990",Ford,Flex
Nissan Rogue,2016,2016,"59,389.00","$17,590",Nissan,Rogue
Hyundai Tucson,2016,2016,"43,005.00","$19,590",Hyundai,Tucson
MINI Roadster,2013,2013,"86,434.00","$16,990",MINI,Roadster
Volkswagen Beetle,2017,2017,"73,005.00","$20,990",Volkswagen,Beetle
Honda Civic,2014,2014,"86,172.00","$15,590",Honda,Civic
Buick Verano,2013,2013,"53,063.00","$15,590",Buick,Verano
Toyota RAV,20144,2014,"74,597.00","$20,590",Toyota,RAV
Hyundai Elantra,2019,2019,"54,415.00","$18,990",Hyundai,Elantra
Mercedes-Benz CLA-Class,2014,2014,"31,248.00","$24,590",Mercedes-Benz,CLA-Class
